model,id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,normalized,score,strict
claude-sonnet-5,pbmc_c6_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC, HLA-II high)",0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, HLA-II high)"", ""confidence"": 0.85}",end_turn,153,305,,0.003356,Dendritic cells,1.0,1.0
claude-sonnet-5,pbmc_c6_noise_6_r2_ensembl,ensembl,noise,6,2,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.6,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.6}
```",end_turn,153,534,,0.005646,Dendritic cells,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,112,39,,0.000614,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c6_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Dendritic cells,"Myeloid dendritic cell (conventional DC), based on strong MHC class II gene expression (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74) plus CST3 and FCER1A",0.85,"{""cell_type"": ""Myeloid dendritic cell (conventional DC), based on strong MHC class II gene expression (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74) plus CST3 and FCER1A"", ""confidence"": 0.85}",end_turn,153,455,,0.004856,Dendritic cells,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.85,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.85}",end_turn,120,151,,0.00175,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.95,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.95}",end_turn,153,328,,0.003586,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Megakaryocytes,Megakaryocyte/Platelet,0.85,"{""cell_type"": ""Megakaryocyte/Platelet"", ""confidence"": 0.85}",end_turn,123,34,,0.000586,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Megakaryocytes,Platelet,0.6,"```json
{""cell_type"": ""Platelet"", ""confidence"": 0.6}
```",end_turn,124,30,,0.000548,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.75,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.75}",end_turn,153,393,,0.004236,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_1_r0_symbol,symbol,n_genes,1,0,Megakaryocytes,Platelets/Megakaryocytes,0.9,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.9}",end_turn,67,34,,0.000474,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Megakaryocytes,Platelets,0.75,"{""cell_type"": ""Platelets"", ""confidence"": 0.75}",end_turn,153,312,,0.003426,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,72,93,,0.001074,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Megakaryocytes,Platelets (Megakaryocyte-derived),0.8,"```json
{""cell_type"": ""Platelets (Megakaryocyte-derived)"", ""confidence"": 0.8}
```",end_turn,153,811,,0.008416,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_3_r0_symbol,symbol,n_genes,3,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,77,34,,0.000494,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,90,137,,0.00155,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_5_r0_symbol,symbol,n_genes,5,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,87,39,,0.000564,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_10_r0_symbol,symbol,n_genes,10,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,112,34,,0.000564,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,108,213,,0.002346,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_0_r0_symbol,symbol,noise,0,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,112,39,,0.000614,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_2_r0_symbol,symbol,noise,2,0,Megakaryocytes,Platelets,0.97,"{""cell_type"": ""Platelets"", ""confidence"": 0.97}",end_turn,117,25,,0.000484,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Megakaryocytes,Platelets (thrombocytes),0.95,"{""cell_type"": ""Platelets (thrombocytes)"", ""confidence"": 0.95}",end_turn,153,416,,0.004466,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_0_r0_ensembl,ensembl,noise,0,0,Megakaryocytes,Platelets (Megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (Megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,153,331,,0.003616,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_2_r1_symbol,symbol,noise,2,1,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,113,34,,0.000566,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_2_r0_ensembl,ensembl,noise,2,0,Megakaryocytes,Platelets,0.95,"{""cell_type"": ""Platelets"", ""confidence"": 0.95}",end_turn,153,296,,0.003266,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_2_r2_symbol,symbol,noise,2,2,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,112,39,,0.000614,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_2_r1_ensembl,ensembl,noise,2,1,Megakaryocytes,Platelets (megakaryocyte-derived),0.95,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.95}",end_turn,153,300,,0.003306,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_4_r0_symbol,symbol,noise,4,0,Megakaryocytes,Platelet / Megakaryocyte,0.95,"{""cell_type"": ""Platelet / Megakaryocyte"", ""confidence"": 0.95}",end_turn,115,34,,0.00057,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_2_r2_ensembl,ensembl,noise,2,2,Megakaryocytes,Platelets (megakaryocyte-derived),0.95,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.95}",end_turn,153,411,,0.004416,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_4_r1_symbol,symbol,noise,4,1,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"```json
{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}
```",end_turn,121,42,,0.000662,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_4_r0_ensembl,ensembl,noise,4,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,153,357,,0.003876,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_4_r2_symbol,symbol,noise,4,2,Megakaryocytes,Platelets,0.95,"{""cell_type"": ""Platelets"", ""confidence"": 0.95}",end_turn,125,69,,0.00094,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_4_r1_ensembl,ensembl,noise,4,1,Megakaryocytes,Platelets (megakaryocyte-derived),0.85,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.85}",end_turn,153,369,,0.003996,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_6_r0_symbol,symbol,noise,6,0,Megakaryocytes,Platelets/Megakaryocytes,0.7,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.7}",end_turn,122,34,,0.000584,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_4_r2_ensembl,ensembl,noise,4,2,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,153,397,,0.004276,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_6_r1_symbol,symbol,noise,6,1,Megakaryocytes,Megakaryocyte/Platelet,0.85,"```json
{""cell_type"": ""Megakaryocyte/Platelet"", ""confidence"": 0.85}
```",end_turn,123,39,,0.000636,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_6_r2_symbol,symbol,noise,6,2,Megakaryocytes,Platelets/megakaryocytes,0.9,"{""cell_type"": ""Platelets/megakaryocytes"", ""confidence"": 0.9}",end_turn,117,33,,0.000564,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_6_r0_ensembl,ensembl,noise,6,0,Megakaryocytes,Platelets/Megakaryocytes,0.6,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.6}",end_turn,153,461,,0.004916,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_6_r1_ensembl,ensembl,noise,6,1,Megakaryocytes,Platelets (Megakaryocyte-derived),0.85,"{""cell_type"": ""Platelets (Megakaryocyte-derived)"", ""confidence"": 0.85}",end_turn,153,394,,0.004246,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,112,37,,0.000594,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,112,37,,0.000594,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_noise_6_r2_ensembl,ensembl,noise,6,2,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"```json
{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}
```",end_turn,153,392,,0.004226,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,153,334,,0.003646,Megakaryocytes,1.0,1.0
claude-sonnet-5,pbmc_c7_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,153,306,,0.003366,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c0_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD8 T cells,CD8+ T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.95
}
```",stop,75,358,326.0,0.00139875,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD8 T cells,,,,error,0,0,0.0,0.0,no answer,0.0,0.0
gemini-3.8-flash,pbmc_c0_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD8 T cells,CD8+ T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.95
}
```",stop,179,907,875.0,0.0035355,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD8 T cells,CD8+ T cell,0.8,"```json
{""cell_type"": ""CD8+ T cell"", ""confidence"": 0.8}
```",stop,42,323,298.0,0.00124275,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD8 T cells,CD8+ T cell,0.85,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.85
}
```",stop,84,1019,987.0,0.00388425,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD8 T cells,CD8+ effector memory T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ effector memory T cell"",
  ""confidence"": 0.95
}
```",stop,79,655,621.0,0.0025155,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD8 T cells,Natural killer cell,0.85,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.85}
```",stop,49,509,485.0,0.0019455,NK cells,0.0,0.0
gemini-3.8-flash,pbmc_c0_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD8 T cells,CD8+ effector T cells,0.95,"```json
{
  ""cell_type"": ""CD8+ effector T cells"",
  ""confidence"": 0.95
}
```",stop,79,229,196.0,0.000918,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD8 T cells,Natural killer cell,0.95,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.95}
```",stop,56,504,480.0,0.001932,NK cells,0.0,0.0
gemini-3.8-flash,pbmc_c0_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD8 T cells,CD8+ effector memory T cell,0.95,"```json
{""cell_type"": ""CD8+ effector memory T cell"", ""confidence"": 0.95}
```",stop,180,927,899.0,0.00361125,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD8 T cells,Natural killer cell,0.9,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.9}
```",stop,81,1291,1268.0,0.004902,NK cells,0.0,0.0
gemini-3.8-flash,pbmc_c0_noise_0_r0_symbol,symbol,noise,0,0,CD8 T cells,CD8+ cytotoxic T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ cytotoxic T cell"",
  ""confidence"": 0.95
}
```",stop,75,366,333.0,0.00142875,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD8 T cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,109,1219,1189.0,0.004653,NK cells,0.0,0.0
gemini-3.8-flash,pbmc_c0_noise_0_r0_ensembl,ensembl,noise,0,0,CD8 T cells,CD8+ T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.95
}
```",stop,179,902,870.0,0.00351675,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_noise_2_r0_symbol,symbol,noise,2,0,CD8 T cells,CD8+ T cell,0.95,"```json
{""cell_type"": ""CD8+ T cell"", ""confidence"": 0.95}
```",stop,76,479,453.0,0.00185325,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD8 T cells,CD8+ cytotoxic T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ cytotoxic T cell"",
  ""confidence"": 0.95
}
```",stop,76,538,505.0,0.0020745,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD8 T cells,,," gene IDs (which almost always correspond to IG or TR variable/constant segments):
        *   ENSG00000239713
        *   ENSG00000235162
    *   These two TR genes in the top 10 markers: TRDV2 and TRGV9!
    *   This is the classic signature of **gamma-delta T cells** (specifically Vδ2 or Vγ9Vδ2 T cells, or simply gamma-delta T cells).
    *   Confidence: Very high (0.95+).

5.  **Formulating JSON response:**
    *   `{""cell_type"": ""gamma-delta T cell"",",length,180,3996,3840.0,0.01512,no answer,0.0,0.0
gemini-3.8-flash,pbmc_c0_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD8 T cells,CD8+ T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.95
}
```",stop,180,1029,997.0,0.00399375,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD8 T cells,CD8+ T cell,0.85,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.85
}
```",stop,53,3868,3836.0,0.01454475,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c0_noise_2_r0_ensembl,ensembl,noise,2,0,CD8 T cells,CD8+ T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ T cell"",
  ""confidence"": 0.95
}
```",stop,179,2517,2485.0,0.009573,CD8 T cells,1.0,1.0
gemini-3.8-flash,pbmc_c3_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD14 Monocytes,CD14+ classical monocyte,0.98,"```json
{
  ""cell_type"": ""CD14+ classical monocyte"",
  ""confidence"": 0.98
}
```",stop,85,231,197.0,0.00093,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD14 Monocytes,Non-classical monocyte,0.92,"```json
{""cell_type"": ""Non-classical monocyte"", ""confidence"": 0.92}
```",stop,79,665,639.0,0.002553,FCGR3A Monocytes,0.0,0.0
gemini-3.8-flash,pbmc_c3_noise_4_r1_symbol,symbol,noise,4,1,CD14 Monocytes,monocyte,0.98,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.98
}
```",stop,90,392,363.0,0.0015375,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,1040,1007.0,0.00403425,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_4_r2_symbol,symbol,noise,4,2,CD14 Monocytes,Monocyte,0.95,"```json
{
  ""cell_type"": ""Monocyte"",
  ""confidence"": 0.95
}
```",stop,85,452,423.0,0.00175875,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD14 Monocytes,CD14+ monocyte,0.99,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.99
}
```",stop,179,354,321.0,0.00146175,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_4_r2_ensembl,ensembl,noise,4,2,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,776,743.0,0.00304425,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_6_r0_ensembl,ensembl,noise,6,0,CD14 Monocytes,monocyte,0.95,"```json
{""cell_type"": ""monocyte"", ""confidence"": 0.95}
```",stop,179,901,878.0,0.003513,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c4_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,NK cells,Natural killer cell,0.98,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.98
}
```",stop,179,505,475.0,0.002028,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,NK cells,Natural killer cell,0.95,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.95}
```",stop,79,572,548.0,0.00220425,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,78,501,471.0,0.00193725,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_4_r0_ensembl,ensembl,noise,4,0,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,180,615,582.0,0.00244125,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,77,222,192.0,0.00089025,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_3_r0_symbol,symbol,n_genes,3,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,49,335,305.0,0.001293,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,NK cells,plasma cell,0.95,"```json
{""cell_type"": ""plasma cell"", ""confidence"": 0.95}
```",stop,179,682,659.0,0.00269175,B cells,0.0,0.0
gemini-3.8-flash,pbmc_c3_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD14 Monocytes,CD14+ monocyte,0.98,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.98
}
```",stop,86,452,419.0,0.0017595,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,81,556,526.0,0.00214575,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_1_r0_symbol,symbol,n_genes,1,0,NK cells,natural killer cell,0.85,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.85
}
```",stop,43,367,337.0,0.0014085,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,3335,3305.0,0.0126405,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,NK cells,CD8+ cytotoxic T cell,0.9,"```json
{
  ""cell_type"": ""CD8+ cytotoxic T cell"",
  ""confidence"": 0.9
}
```",stop,179,3871,3839.0,0.0146505,CD8 T cells,0.0,0.0
gemini-3.8-flash,pbmc_c7_noise_4_r0_symbol,symbol,noise,4,0,Megakaryocytes,Platelet,0.99,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.99
}
```",stop,80,207,178.0,0.00083625,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c7_noise_4_r2_symbol,symbol,noise,4,2,Megakaryocytes,Platelet,0.98,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.98
}
```",stop,93,450,421.0,0.00175725,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c7_noise_6_r1_symbol,symbol,noise,6,1,Megakaryocytes,platelet,0.99,"```json
{""cell_type"": ""platelet"", ""confidence"": 0.99}
```",stop,89,390,367.0,0.00152925,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c7_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Megakaryocytes,Platelets,0.99,"```json
{""cell_type"": ""Platelets"", ""confidence"": 0.99}
```",stop,75,348,325.0,0.00136125,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c7_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Megakaryocytes,Platelet,0.99,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.99
}
```",stop,75,491,462.0,0.0018975,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c7_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Megakaryocytes,Platelet,0.99,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.99
}
```",stop,179,844,815.0,0.00329925,Megakaryocytes,1.0,1.0
gemini-3.8-flash,pbmc_c7_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Megakaryocytes,platelet,0.99,"```json
{
  ""cell_type"": ""platelet"",
  ""confidence"": 0.99
}
```",stop,179,835,806.0,0.0032655,Megakaryocytes,1.0,1.0
