gene,ensembl
CPNE5,ENSG00000124772
PPIL1,ENSG00000137168
C6orf89,ENSG00000198663
PI16,ENSG00000164530
MTCH1,ENSG00000137409
FGD2,ENSG00000146192
COX6A1P2,ENSG00000226976
PIM1,ENSG00000137193
TBC1D22B,ENSG00000065491
RNF8,ENSG00000112130
CMTR1,ENSG00000137200
CCDC167,ENSG00000198937
MDGA1,ENSG00000112139
ZFAND3,ENSG00000156639
BTBD9,ENSG00000183826
GLO1,ENSG00000124767
SAYSD1,ENSG00000112167
MOCS1,ENSG00000124615
UNC5CL,ENSG00000124602
OARD1,ENSG00000124596
NFYA,ENSG00000001167
TREML2,ENSG00000112195
TREM1,ENSG00000124731
FOXP4,ENSG00000137166
TFEB,ENSG00000112561
FRS3,ENSG00000137218
PRICKLE4,ENSG00000124593
USP49,ENSG00000164663
MED20,ENSG00000124641
BYSL,ENSG00000112578
CCND3,ENSG00000112576
TAF8,ENSG00000137413
GUCA1B,ENSG00000112599
MRPS10,ENSG00000048544
TRERF1,ENSG00000124496
UBR2,ENSG00000024048
TBCC,ENSG00000124659
GLTSCR1L,ENSG00000112624
RPL7L1,ENSG00000146223
C6orf226,ENSG00000221821
CNPY3,ENSG00000137161
RP3-475N16.1,ENSG00000231113
GNMT,ENSG00000124713
PEX6,ENSG00000124587
PPP2R5D,ENSG00000112640
MEA1,ENSG00000124733
KLHDC3,ENSG00000124702
RRP36,ENSG00000124541
CUL7,ENSG00000044090
KLC4,ENSG00000137171
MRPL2,ENSG00000112651
PTK7,ENSG00000112655
SRF,ENSG00000112658
CUL9,ENSG00000112659
DNPH1,ENSG00000112667
CRIP3,ENSG00000146215
ZNF318,ENSG00000171467
ABCC10,ENSG00000124574
TJAP1,ENSG00000137221
POLR1C,ENSG00000171453
YIPF3,ENSG00000137207
XPO5,ENSG00000124571
POLH,ENSG00000170734
GTPBP2,ENSG00000172432
MAD2L1BP,ENSG00000124688
RSPH9,ENSG00000172426
MRPS18A,ENSG00000096080
VEGFA,ENSG00000112715
MRPL14,ENSG00000180992
TMEM63B,ENSG00000137216
SLC29A1,ENSG00000112759
HSP90AB1,ENSG00000096384
SLC35B2,ENSG00000157593
NFKBIE,ENSG00000146232
AARS2,ENSG00000124608
CDC5L,ENSG00000096401
SUPT3H,ENSG00000196284
RUNX2,ENSG00000124813
RP1-244F24.1,ENSG00000271857
CLIC5,ENSG00000112782
RP1-8B1.4,ENSG00000231769
ENPP4,ENSG00000001561
ENPP5,ENSG00000112796
PLA2G7,ENSG00000146070
TNFRSF21,ENSG00000146072
RP11-385F7.1,ENSG00000270761
CD2AP,ENSG00000198087
MUT,ENSG00000146085
CENPQ,ENSG00000031691
MCM3,ENSG00000112118
PAQR8,ENSG00000170915
EFHC1,ENSG00000096093
TRAM2,ENSG00000065308
TRAM2-AS1,ENSG00000225791
TMEM14A,ENSG00000096092
GSTA4,ENSG00000170899
ICK,ENSG00000112144
FBXO9,ENSG00000112146
ELOVL5,ENSG00000012660
GCLC,ENSG00000001084
LRRC1,ENSG00000137269
DST,ENSG00000151914
KIAA1586,ENSG00000168116
ZNF451,ENSG00000112200
BAG2,ENSG00000112208
RAB23,ENSG00000112210
PRIM2,ENSG00000146143
XXbac-BPGBPG55C20.2,ENSG00000272316
KHDRBS2,ENSG00000112232
FKBP1C,ENSG00000198225
PTP4A1,ENSG00000112245
RP5-1148A21.3,ENSG00000266680
PHF3,ENSG00000118482
RP3-525N10.2,ENSG00000230910
LMBRD1,ENSG00000168216
COL19A1,ENSG00000082293
FAM135A,ENSG00000082269
C6orf57,ENSG00000154079
SMAP1,ENSG00000112305
B3GAT2,ENSG00000112309
OGFRL1,ENSG00000119900
KCNQ5,ENSG00000185760
KHDC1,ENSG00000135314
RP11-398K22.12,ENSG00000229852
OOEP,ENSG00000203907
DDX43,ENSG00000080007
MB21D1,ENSG00000164430
MTO1,ENSG00000135297
RP11-505P4.6,ENSG00000223821
SLC17A5,ENSG00000119899
COX7A2,ENSG00000112695
TMEM30A,ENSG00000112697
RP1-234P15.4,ENSG00000225793
SENP6,ENSG00000112701
MYO6,ENSG00000196586
IRAK1BP1,ENSG00000146243
PHIP,ENSG00000146247
HMGN3,ENSG00000118418
HMGN3-AS1,ENSG00000270362
SH3BGRL2,ENSG00000198478
ELOVL4,ENSG00000118402
BCKDHB,ENSG00000083123
FAM46A,ENSG00000112773
IBTK,ENSG00000005700
TPBG,ENSG00000146242
UBE3D,ENSG00000118420
DOPEY1,ENSG00000083097
PGM3,ENSG00000013375
RWDD2A,ENSG00000013392
ME1,ENSG00000065833
CYB5R4,ENSG00000065615
KIAA1009,ENSG00000135315
NT5E,ENSG00000135318
SNX14,ENSG00000135317
SYNCRIP,ENSG00000135316
RP1-3J17.3,ENSG00000236016
RP11-393I2.4,ENSG00000272008
ZNF292,ENSG00000188994
SMIM8,ENSG00000111850
RP1-102H19.8,ENSG00000226524
SLC35A1,ENSG00000164414
RARS2,ENSG00000146282
ORC3,ENSG00000135336
AKIRIN2,ENSG00000135334
RNGTT,ENSG00000111880
PNRC1,ENSG00000146278
PM20D2,ENSG00000146281
UBE2J1,ENSG00000198833
RRAGD,ENSG00000025039
ANKRD6,ENSG00000135299
LYRM2,ENSG00000083099
MDN1,ENSG00000112159
BACH2,ENSG00000112182
MAP3K7,ENSG00000135341
MANEA-AS1,ENSG00000261366
MANEA,ENSG00000172469
UFL1,ENSG00000014123
GPR63,ENSG00000112218
NDUFAF4,ENSG00000123545
KLHL32,ENSG00000186231
MMS22L,ENSG00000146263
FBXL4,ENSG00000112234
COQ3,ENSG00000132423
PNISR,ENSG00000132424
RP11-98I9.4,ENSG00000228506
USP45,ENSG00000123552
TSTD3,ENSG00000228439
CCNC,ENSG00000112237
ASCC3,ENSG00000112249
RP3-467N11.1,ENSG00000260000
HACE1,ENSG00000085382
PREP,ENSG00000085377
PRDM1,ENSG00000057657
ATG5,ENSG00000057663
AIM1,ENSG00000112297
RTN4IP1,ENSG00000130347
QRSL1,ENSG00000130348
C6orf203,ENSG00000130349
PDSS2,ENSG00000164494
SOBP,ENSG00000112320
SCML4,ENSG00000146285
SEC63,ENSG00000025796
RP1-191J18.66,ENSG00000272476
OSTM1,ENSG00000081087
SNX3,ENSG00000112335
LACE1,ENSG00000135537
FOXO3,ENSG00000118689
ARMC2,ENSG00000118690
SESN1,ENSG00000080546
RP11-787I22.3,ENSG00000271730
CEP57L1,ENSG00000183137
CD164,ENSG00000135535
RP11-425D10.10,ENSG00000260273
PPIL6,ENSG00000185250
SMPD2,ENSG00000135587
MICAL1,ENSG00000135596
ZBTB24,ENSG00000112365
AK9,ENSG00000155085
FIG4,ENSG00000112367
CDC40,ENSG00000168438
DDO,ENSG00000203797
CDK19,ENSG00000155111
AMD1,ENSG00000123505
GTF3C6,ENSG00000155115
RPF2,ENSG00000197498
SLC16A10,ENSG00000112394
KIAA1919,ENSG00000173214
RP5-1112D6.4,ENSG00000230177
REV3L,ENSG00000009413
TRAF3IP2-AS1,ENSG00000231889
TRAF3IP2,ENSG00000056972
FYN,ENSG00000010810
TUBE1,ENSG00000074935
FAM229B,ENSG00000203778
MARCKS,ENSG00000155130
HDAC2,ENSG00000196591
RP3-399L15.3,ENSG00000228624
NT5DC1,ENSG00000178425
TSPYL4,ENSG00000187189
DSE,ENSG00000111817
RP3-486I3.7,ENSG00000237021
TSPYL1,ENSG00000189241
FAM26F,ENSG00000188820
RWDD1,ENSG00000111832
ZUFSP,ENSG00000153975
KPNA5,ENSG00000196911
GOPC,ENSG00000047932
DCBLD1,ENSG00000164465
NUS1,ENSG00000153989
CEP85L,ENSG00000111860
MCM9,ENSG00000111877
ASF1A,ENSG00000111875
MAN1A1,ENSG00000111885
TBC1D32,ENSG00000146350
HSF2,ENSG00000025156
SERINC1,ENSG00000111897
PKIB,ENSG00000135549
SMPDL3A,ENSG00000172594
RNF217,ENSG00000146373
HDDC2,ENSG00000111906
NCOA7,ENSG00000111912
HINT3,ENSG00000111911
TRMT11,ENSG00000066651
CENPW,ENSG00000203760
RNF146,ENSG00000118518
ECHDC1,ENSG00000093144
THEMIS,ENSG00000172673
PTPRK,ENSG00000152894
ARHGAP18,ENSG00000146376
L3MBTL3,ENSG00000198945
RP11-73O6.3,ENSG00000227678
TMEM200A,ENSG00000164484
EPB41L2,ENSG00000079819
AKAP7,ENSG00000118507
MED23,ENSG00000112282
CTAGE9,ENSG00000236761
LINC01013,ENSG00000228495
STX7,ENSG00000079950
VNN1,ENSG00000112299
VNN3,ENSG00000093134
VNN2,ENSG00000112303
SLC18B1,ENSG00000146409
TBPL1,ENSG00000028839
SGK1,ENSG00000118515
HBS1L,ENSG00000112339
MYB,ENSG00000118513
AHI1,ENSG00000135541
MTFR2,ENSG00000146410
BCLAF1,ENSG00000029363
MAP7,ENSG00000135525
RP3-325F22.5,ENSG00000272189
MAP3K5,ENSG00000197442
PEX7,ENSG00000112357
IFNGR1,ENSG00000027697
RP11-356I2.4,ENSG00000237499
TNFAIP3,ENSG00000118503
PERP,ENSG00000112378
HEBP2,ENSG00000051620
NHSL1,ENSG00000135540
RP11-390P2.4,ENSG00000225177
CCDC28A,ENSG00000024862
REPS1,ENSG00000135597
ABRACL,ENSG00000146386
HECA,ENSG00000112406
CITED2,ENSG00000164442
VTA1,ENSG00000009844
GPR126,ENSG00000112414
HIVEP2,ENSG00000010818
RP11-439L18.2,ENSG00000224460
AIG1,ENSG00000146416
ADAT2,ENSG00000189007
PEX3,ENSG00000034693
RP1-20N2.6,ENSG00000229036
FUCA2,ENSG00000001036
PHACTR2,ENSG00000112419
LTV1,ENSG00000135521
PLAGL1,ENSG00000118495
SF3B5,ENSG00000169976
STX11,ENSG00000135604
UTRN,ENSG00000152818
EPM2A,ENSG00000112425
RP3-466P17.1,ENSG00000270638
FBXO30,ENSG00000118496
RP11-545I5.3,ENSG00000235652
SHPRH,ENSG00000146414
RAB32,ENSG00000118508
STXBP5,ENSG00000164506
UST,ENSG00000111962
TAB2,ENSG00000055208
SUMO4,ENSG00000177688
ZC3H12D,ENSG00000178199
PPIL4,ENSG00000131013
GINM1,ENSG00000055211
KATNA1,ENSG00000186625
LATS1,ENSG00000131023
NUP43,ENSG00000120253
PCMT1,ENSG00000120265
PLEKHG1,ENSG00000120278
MTHFD1L,ENSG00000120254
ZBTB2,ENSG00000181472
RMND1,ENSG00000155906
C6orf211,ENSG00000146476
SYNE1,ENSG00000131018
FBXO5,ENSG00000112029
MTRF1L,ENSG00000112031
IPCEF1,ENSG00000074706
SCAF8,ENSG00000213079
TIAM2,ENSG00000146426
TFB1M,ENSG00000029639
ARID1B,ENSG00000049618
TMEM242,ENSG00000215712
ZDHHC14,ENSG00000175048
SNX9,ENSG00000130340
RP11-52J3.3,ENSG00000234361
SYNJ2,ENSG00000078269
SERAC1,ENSG00000122335
GTF2H5,ENSG00000272047
RP11-732M18.3,ENSG00000236537
TULP4,ENSG00000130338
TMEM181,ENSG00000146433
DYNLT1,ENSG00000146425
SYTL3,ENSG00000164674
EZR,ENSG00000092820
C6orf99,ENSG00000203711
RSPH3,ENSG00000130363
RP1-111C20.4,ENSG00000271913
TAGAP,ENSG00000164691
RP11-13P5.1,ENSG00000224478
SOD2,ENSG00000112096
WTAP,ENSG00000146457
ACAT2,ENSG00000120437
TCP1,ENSG00000120438
MRPL18,ENSG00000112110
IGF2R,ENSG00000197081
RP11-288H12.4,ENSG00000270949
RP3-428L16.2,ENSG00000272841
MAP3K4,ENSG00000085511
AGPAT4,ENSG00000026652
PARK2,ENSG00000185345
CAHM,ENSG00000270419
QKI,ENSG00000112531
SFT2D1,ENSG00000198818
MPC1,ENSG00000060762
RP1-168L15.5,ENSG00000261420
RPS6KA2,ENSG00000071242
RP11-514O12.4,ENSG00000249141
RNASET2,ENSG00000026297
FGFR1OP,ENSG00000213066
CCR6,ENSG00000112486
MLLT4,ENSG00000130396
WDR27,ENSG00000184465
C6orf120,ENSG00000185127
PHF10,ENSG00000130024
RP1-266L20.2,ENSG00000232640
ERMARD,ENSG00000130023
RP5-894D12.3,ENSG00000227508
DLL1,ENSG00000198719
FAM120B,ENSG00000112584
PSMB1,ENSG00000008018
TBP,ENSG00000112592
PDCD2,ENSG00000071994
AC093627.10,ENSG00000240859
FAM20C,ENSG00000177706
AC147651.3,ENSG00000223855
PRKAR1B,ENSG00000188191
AC147651.4,ENSG00000237181
HEATR2,ENSG00000164818
SUN1,ENSG00000164828
GET4,ENSG00000239857
ADAP1,ENSG00000105963
COX19,ENSG00000240230
C7orf50,ENSG00000146540
GPR146,ENSG00000164849
GPER1,ENSG00000164850
ZFAND2A,ENSG00000178381
AC091729.9,ENSG00000229043
MICALL2,ENSG00000164877
INTS1,ENSG00000164880
MAFK,ENSG00000198517
PSMG3,ENSG00000157778
PSMG3-AS1,ENSG00000230487
MAD1L1,ENSG00000002822
FTSJ2,ENSG00000122687
NUDT1,ENSG00000106268
SNX8,ENSG00000106266
EIF3B,ENSG00000106263
CHST12,ENSG00000136213
LFNG,ENSG00000106003
BRAT1,ENSG00000106009
IQCE,ENSG00000106012
TTYH3,ENSG00000136295
AMZ1,ENSG00000174945
GNA12,ENSG00000146535
CARD11,ENSG00000198286
FOXK1,ENSG00000164916
AP5Z1,ENSG00000242802
RBAK-RBAKDN,ENSG00000272968
RBAK,ENSG00000146587
WIPI2,ENSG00000157954
TNRC18,ENSG00000182095
FBXL18,ENSG00000155034
FSCN1,ENSG00000075618
RNF216,ENSG00000011275
OCM,ENSG00000122543
CCZ1,ENSG00000122674
PMS2,ENSG00000122512
AIMP2,ENSG00000106305
EIF2AK1,ENSG00000086232
USP42,ENSG00000106346
CYTH3,ENSG00000008256
FAM220A,ENSG00000178397
DAGLB,ENSG00000164535
KDELR2,ENSG00000136240
FLJ20306,ENSG00000269781
ZDHHC4,ENSG00000136247
C7orf26,ENSG00000146576
RP11-611L7.1,ENSG00000260054
ZNF12,ENSG00000164631
CCZ1B,ENSG00000146574
C1GALT1,ENSG00000106392
RP5-1159O4.1,ENSG00000272894
MIOS,ENSG00000164654
RPA3,ENSG00000106399
RPA3-AS1,ENSG00000219545
AC009473.1,ENSG00000234141
GLCCI1,ENSG00000106415
ICA1,ENSG00000003147
NDUFA4,ENSG00000189043
PHF14,ENSG00000106443
TMEM106B,ENSG00000106460
VWDE,ENSG00000146530
SCIN,ENSG00000006747
ARL4A,ENSG00000122644
ANKMY2,ENSG00000106524
BZW2,ENSG00000136261
AC003075.4,ENSG00000237773
AHR,ENSG00000106546
SNX13,ENSG00000071189
HDAC9,ENSG00000048052
TWISTNB,ENSG00000105849
CTA-293F17.1,ENSG00000271133
SP4,ENSG00000105866
CDCA7L,ENSG00000164649
STEAP1B,ENSG00000105889
AC073072.5,ENSG00000179428
IL6,ENSG00000136244
TOMM7,ENSG00000196683
FAM126A,ENSG00000122591
KLHL7,ENSG00000122550
NUPL2,ENSG00000136243
AC005082.12,ENSG00000226816
MALSU1,ENSG00000156928
IGF2BP3,ENSG00000136231
TRA2A,ENSG00000164548
CCDC126,ENSG00000169193
FAM221A,ENSG00000188732
MPP6,ENSG00000105926
OSBPL3,ENSG00000070882
CYCS,ENSG00000172115
C7orf31,ENSG00000153790
NFE2L3,ENSG00000050344
HNRNPA2B1,ENSG00000122566
CBX3,ENSG00000122565
SNX10,ENSG00000086300
AC004540.4,ENSG00000225792
AC004540.5,ENSG00000214870
SKAP2,ENSG00000005020
HOTAIRM1,ENSG00000233429
HOXA-AS2,ENSG00000253552
HOXA5,ENSG00000106004
HOXA9,ENSG00000078399
HOXA10,ENSG00000253293
HIBADH,ENSG00000106049
TAX1BP1,ENSG00000106052
JAZF1,ENSG00000153814
CREB5,ENSG00000146592
CHN2,ENSG00000106069
SCRN1,ENSG00000136193
AC007285.6,ENSG00000227014
FKBP14,ENSG00000106080
PLEKHA8,ENSG00000106086
MTURN,ENSG00000180354
AC007036.6,ENSG00000227017
ZNRF2,ENSG00000180233
NOD1,ENSG00000106100
GS1-114I9.1,ENSG00000272638
GGCT,ENSG00000006625
GARS,ENSG00000106105
PPP1R17,ENSG00000106341
LSM5,ENSG00000106355
AVL9,ENSG00000105778
KBTBD2,ENSG00000170852
FKBP9,ENSG00000122642
NT5C3A,ENSG00000122643
RP9,ENSG00000164610
BBS9,ENSG00000122507
DPY19L1,ENSG00000173852
HERPUD2,ENSG00000122557
RP11-379H18.1,ENSG00000271122
SEPT7,ENSG00000122545
EEPD1,ENSG00000122547
AOAH,ENSG00000136250
ELMO1,ENSG00000155849
GPR141,ENSG00000187037
EPDR1,ENSG00000086289
NME8,ENSG00000086288
STARD3NL,ENSG00000010270
VPS41,ENSG00000006715
YAE1D1,ENSG00000241127
RALA,ENSG00000006451
LINC00265,ENSG00000188185
RP11-467D6.1,ENSG00000259826
CDK13,ENSG00000065883
MPLKIP,ENSG00000168303
SUGCT,ENSG00000175600
INHBA-AS1,ENSG00000224116
C7orf25,ENSG00000136197
PSMA2-1,ENSG00000106588
MRPL32,ENSG00000106591
STK17A,ENSG00000164543
COA1,ENSG00000106603
BLVRA,ENSG00000106605
MRPS24,ENSG00000062582
URGCP,ENSG00000106608
UBE2D4,ENSG00000078967
AC004951.6,ENSG00000228434
LINC00957,ENSG00000235314
DBNL,ENSG00000136279
POLM,ENSG00000122678
AEBP1,ENSG00000106624
POLD2,ENSG00000106628
YKT6,ENSG00000106636
NUDCD3,ENSG00000015676
DDX56,ENSG00000136271
TMED4,ENSG00000158604
OGDH,ENSG00000105953
ZMIZ2,ENSG00000122515
PPIA,ENSG00000196262
H2AFV,ENSG00000105968
AC004854.4,ENSG00000234183
PURB,ENSG00000146676
RP4-673M15.1,ENSG00000272768
MYO1G,ENSG00000136286
SNHG15,ENSG00000232956
CCM2,ENSG00000136280
TBRG4,ENSG00000136270
IGFBP3,ENSG00000146674
AC073115.7,ENSG00000229628
TNS3,ENSG00000136205
HUS1,ENSG00000136273
SUN3,ENSG00000164744
UPP1,ENSG00000183696
IKZF1,ENSG00000185811
FIGNL1,ENSG00000132436
GRB10,ENSG00000106070
SEC61G,ENSG00000132432
LANCL2,ENSG00000132434
VOPP1,ENSG00000154978
GBAS,ENSG00000146729
MRPS17-1,ENSG00000239789
PSPH,ENSG00000146733
CCT6A,ENSG00000146731
SUMF2,ENSG00000129103
CHCHD2,ENSG00000106153
NUPR1L,ENSG00000185290
ZNF736,ENSG00000234444
ZNF680,ENSG00000173041
ZNF107,ENSG00000196247
ZNF138,ENSG00000197008
ZNF273,ENSG00000198039
ZNF117,ENSG00000152926
ERV3-1,ENSG00000213462
ZNF92,ENSG00000146757
VKORC1L1,ENSG00000196715
GUSB,ENSG00000169919
ASL,ENSG00000126522
CRCP,ENSG00000241258
TPST1,ENSG00000169902
LINC00174,ENSG00000179406
GS1-124K5.3,ENSG00000223473
GS1-124K5.4,ENSG00000237310
GS1-124K5.11,ENSG00000229180
KCTD7,ENSG00000243335
RABGEF1,ENSG00000154710
RP11-792A8.4,ENSG00000272831
TMEM248,ENSG00000106609
SBDS,ENSG00000126524
TYW1,ENSG00000198874
RP11-166O4.6,ENSG00000273448
AUTS2,ENSG00000158321
POM121,ENSG00000196313
RP11-313P13.5,ENSG00000272843
TRIM74,ENSG00000155428
NSUN5,ENSG00000130305
BAZ1B,ENSG00000009954
BCL7B,ENSG00000106635
TBL2,ENSG00000106638
DNAJC30,ENSG00000176410
WBSCR22,ENSG00000071462
STX1A,ENSG00000106089
ABHD11,ENSG00000106077
WBSCR27,ENSG00000165171
LIMK1,ENSG00000106683
EIF4H,ENSG00000106682
LAT2,ENSG00000086730
RFC2,ENSG00000049541
CLIP2,ENSG00000106665
GTF2IRD1,ENSG00000006704
GTF2I,ENSG00000077809
NCF1,ENSG00000158517
GTF2IRD2,ENSG00000196275
WBSCR16,ENSG00000174374
GTF2IRD2B,ENSG00000174428
POM121C,ENSG00000135213
HIP1,ENSG00000127946
RHBDD2,ENSG00000005486
POR,ENSG00000127948
STYXL1,ENSG00000127952
MDH2,ENSG00000146701
HSPB1,ENSG00000106211
YWHAG,ENSG00000170027
SRCRB4D,ENSG00000146700
ZP3,ENSG00000188372
DTX2,ENSG00000091073
POMZP3,ENSG00000146707
CCDC146,ENSG00000135205
FGL2,ENSG00000127951
GSAP,ENSG00000186088
RP5-899E9.1,ENSG00000273341
PTPN12,ENSG00000127947
RSBN1L-AS1,ENSG00000214293
RSBN1L,ENSG00000187257
TMEM60,ENSG00000135211
PHTF2,ENSG00000006576
GNAI1,ENSG00000127955
CD36,ENSG00000135218
HGF,ENSG00000019991
AC074183.4,ENSG00000232019
KIAA1324L,ENSG00000164659
AC005076.5,ENSG00000224046
DMTF1,ENSG00000135164
TMEM243,ENSG00000135185
TP53TG1,ENSG00000182165
CROT,ENSG00000005469
ABCB4,ENSG00000005471
ABCB1,ENSG00000085563
RUNDC3B,ENSG00000105784
SLC25A40,ENSG00000075303
DBF4,ENSG00000006634
ADAM22,ENSG00000008277
SRI,ENSG00000075142
STEAP4,ENSG00000127954
GTPBP10,ENSG00000105793
CLDN12,ENSG00000157224
CDK14,ENSG00000058091
FZD1,ENSG00000157240
MTERF,ENSG00000127989
AKAP9,ENSG00000127914
CYP51A1,ENSG00000001630
KRIT1,ENSG00000001631
ANKIB1,ENSG00000001629
GATAD1,ENSG00000157259
PEX1,ENSG00000127980
RBM48,ENSG00000127993
FAM133B,ENSG00000234545
CDK6,ENSG00000105810
SAMD9,ENSG00000205413
SAMD9L,ENSG00000177409
CCDC132,ENSG00000004766
BET1,ENSG00000105829
CASD1,ENSG00000127995
SGCE,ENSG00000127990
PON2,ENSG00000105854
PDK4,ENSG00000004799
SLC25A13,ENSG00000004864
SHFM1,ENSG00000127922
ACN9,ENSG00000196636
ASNS,ENSG00000070669
LMTK2,ENSG00000164715
TECPR1,ENSG00000205356
RP4-607J23.2,ENSG00000272782
TRRAP,ENSG00000196367
AC004893.11,ENSG00000242687
SMURF1,ENSG00000198742
ARPC1A,ENSG00000241685
PDAP1,ENSG00000106244
BUD31,ENSG00000106245
PTCD1,ENSG00000106246
CPSF4,ENSG00000160917
ATP5J2,ENSG00000241468
ZNF789,ENSG00000198556
ZNF394,ENSG00000160908
ZKSCAN5,ENSG00000196652
FAM200A,ENSG00000221909
ZNF655,ENSG00000197343
ZSCAN25,ENSG00000197037
CYP3A5,ENSG00000106258
TRIM4,ENSG00000146833
ZKSCAN1,ENSG00000106261
ZSCAN21,ENSG00000166529
ZNF3,ENSG00000166526
COPS6,ENSG00000168090
MCM7,ENSG00000166508
AP4M1,ENSG00000221838
TAF6,ENSG00000106290
CNPY4,ENSG00000166997
MBLAC1,ENSG00000214309
LAMTOR4,ENSG00000188186
C7orf43,ENSG00000146826
GAL3ST4,ENSG00000197093
STAG3,ENSG00000066923
GATS,ENSG00000160844
PVRIG,ENSG00000213413
PILRB,ENSG00000121716
ZCWPW1,ENSG00000078487
MEPCE,ENSG00000146834
PPP1R35,ENSG00000160813
RP11-758P17.3,ENSG00000240211
TSC22D4,ENSG00000166925
AGFG2,ENSG00000106351
LRCH4,ENSG00000077454
PCOLCE,ENSG00000106333
MOSPD3,ENSG00000106330
TFR2,ENSG00000106327
GNB2,ENSG00000172354
GIGYF1,ENSG00000146830
POP7,ENSG00000172336
SLC12A9,ENSG00000146828
RP11-126L15.4,ENSG00000236305
TRIP6,ENSG00000087077
SRRT,ENSG00000087087
UFSP1,ENSG00000176125
MUC12,ENSG00000205277
RP11-395B7.4,ENSG00000227053
TRIM56,ENSG00000169871
SERPINE1,ENSG00000106366
AP1S1,ENSG00000106367
PLOD3,ENSG00000106397
ZNHIT1,ENSG00000106400
CLDN15,ENSG00000106404
FIS1,ENSG00000214253
RABL5,ENSG00000128581
CUX1,ENSG00000257923
SH2B2,ENSG00000160999
PRKRIP1,ENSG00000128563
ORAI2,ENSG00000160991
ALKBH4,ENSG00000160993
LRWD1,ENSG00000161036
POLR2J,ENSG00000005075
RASA4B,ENSG00000170667
POLR2J3,ENSG00000168255
FAM185A,ENSG00000222011
ARMC10,ENSG00000170632
NAPEPLD,ENSG00000161048
PMPCB,ENSG00000105819
DNAJC2,ENSG00000105821
PSMC2,ENSG00000161057
ORC5,ENSG00000164815
RP11-325F22.2,ENSG00000237513
LINC01004,ENSG00000228393
KMT2E-AS1,ENSG00000239569
KMT2E,ENSG00000005483
CTB-152G17.6,ENSG00000272918
SRPK2,ENSG00000135250
PUS7,ENSG00000091127
RINT1,ENSG00000135249
ATXN7L1,ENSG00000146776
CDHR3,ENSG00000128536
SYPL1,ENSG00000008282
NAMPT,ENSG00000105835
RP11-22N19.2,ENSG00000273320
CCDC71L,ENSG00000253276
PIK3CG,ENSG00000105851
PRKAR2B,ENSG00000005249
HBP1,ENSG00000105856
COG5,ENSG00000164597
DUS4L,ENSG00000105865
BCAP29,ENSG00000075790
AC002467.7,ENSG00000241764
CBLL1,ENSG00000105879
DLD,ENSG00000091140
NRCAM,ENSG00000091129
PNPLA8,ENSG00000135241
THAP5,ENSG00000177683
DNAJB9,ENSG00000128590
IMMP2L,ENSG00000184903
LRRN3,ENSG00000173114
DOCK4,ENSG00000128512
ZNF277,ENSG00000198839
IFRD1,ENSG00000006652
TMEM168,ENSG00000146802
C7orf60,ENSG00000164603
LINC00998,ENSG00000214194
MDFIC,ENSG00000135272
TFEC,ENSG00000105967
TES,ENSG00000135269
CAV1,ENSG00000105974
CAPZA2,ENSG00000198898
ST7,ENSG00000004866
NAA38,ENSG00000128534
ING3,ENSG00000071243
CPED1,ENSG00000106034
WNT16,ENSG00000002745
FAM3C,ENSG00000196937
AASS,ENSG00000008311
NDUFA5,ENSG00000128609
WASL,ENSG00000106299
RP11-390E23.6,ENSG00000272686
POT1,ENSG00000128513
ZNF800,ENSG00000048405
GCC1,ENSG00000179562
ARF5,ENSG00000004059
FSCN3,ENSG00000106328
SND1,ENSG00000197157
RBM28,ENSG00000106344
IMPDH1,ENSG00000106348
HILPDA,ENSG00000135245
METTL2B,ENSG00000165055
RP11-212P7.2,ENSG00000273270
RP11-274B21.10,ENSG00000271553
CALU,ENSG00000128595
CCDC136,ENSG00000128596
ATP6V1F,ENSG00000128524
IRF5,ENSG00000128604
TNPO3,ENSG00000064419
TSPAN33,ENSG00000158457
AHCYL2,ENSG00000158467
SMKR1,ENSG00000240204
RP11-448A19.1,ENSG00000273329
NRF1,ENSG00000106459
UBE2H,ENSG00000186591
ZC3HC1,ENSG00000091732
KLHDC10,ENSG00000128607
RP11-775D22.2,ENSG00000229196
TMEM209,ENSG00000146842
CPA5,ENSG00000158525
CEP41,ENSG00000106477
MEST,ENSG00000106484
COPG2,ENSG00000158623
AC016831.7,ENSG00000233559
MIR29A,ENSG00000226380
RP11-138A9.1,ENSG00000271204
RP11-138A9.2,ENSG00000273319
LINC-PINT,ENSG00000231721
MKLN1,ENSG00000128585
CHCHD3,ENSG00000106554
EXOC4,ENSG00000131558
SLC35B4,ENSG00000205060
AKR1B1,ENSG00000085662
BPGM,ENSG00000172331
CALD1,ENSG00000122786
AGBL3,ENSG00000146856
C7orf49,ENSG00000122783
TMEM140,ENSG00000146859
WDR91,ENSG00000105875
CNOT4,ENSG00000080802
NUP205,ENSG00000155561
C7orf73,ENSG00000243317
MTPN,ENSG00000105887
AC015987.2,ENSG00000236338
CREB3L2,ENSG00000182158
TRIM24,ENSG00000122779
SVOPL,ENSG00000157703
ZC3HAV1,ENSG00000105939
TTC26,ENSG00000105948
UBN2,ENSG00000157741
C7orf55,ENSG00000164898
C7orf55-LUC7L2,ENSG00000146963
RP11-634H22.1,ENSG00000273391
HIPK2,ENSG00000064393
TBXAS1,ENSG00000059377
PARP12,ENSG00000059378
KDM7A,ENSG00000006459
